"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.8.42",0.019361,0.12504,0.0020112,0.038964,0.13854,-0.075521,-0.011254,0.076476,-0.041121,0.024432,-0.013035,-0.09045,-0.01315,0.033739,0.03536,-0.04467,-0.042211,0.0031811,0.03335,-0.048283,0.060377,-0.093031,-0.029131,-0.022791,-0.0092724,-0.065591,0.0066171,-0.020446,0.0026308,-0.016939,0.032039,-0.12093,0.059124,-0.013916,0.04845,0.020057,0.032769,-0.044705,0.054347,-0.0044563,0.057165,0.0086995,0.12181,-0.052203,0.078189,-0.0027329,0.027561,0.10829,-0.11242,0.076994
"Bin.8.38",0.034498,0.12418,-0.016702,0.085059,0.10527,-0.082817,-0.023819,0.036411,0.040484,0.069359,0.026823,-0.031432,-0.0058798,-0.01995,-0.017414,0.091808,-0.030786,-0.071983,-0.047127,-0.03403,-0.01272,0.047758,0.04203,-0.058472,0.11302,-0.023915,0.0095951,-0.0097316,0.065179,-0.0099066,-0.00016616,-0.038858,0.073054,-0.028524,-0.028468,-0.020412,-0.010059,-0.081379,0.023177,-0.053597,-0.039959,0.026947,-0.016138,-0.025857,-0.088477,-0.10668,0.033893,0.075324,-0.00048368,-0.028264
"Bin.8.34",0.015389,0.10371,-0.032884,0.13332,0.041998,0.090821,-0.064102,-0.0089004,0.043832,0.063077,0.080074,0.020309,-0.050829,0.10293,0.0096445,0.14855,0.018263,0.016793,0.10813,-0.032035,0.0096819,0.0037527,0.028978,0.01303,-0.023819,-0.058391,-0.13791,0.019312,-0.051596,0.027233,-0.12672,0.0095397,-0.042918,-0.074449,-0.0014678,-0.068979,0.054557,0.013583,-0.037252,0.035993,0.06392,0.0019432,-0.025089,-0.070495,-0.15009,0.055508,0.21062,-0.053425,0.06893,-0.065116
"Bin.8.30",0.013883,0.13312,-0.01985,0.045977,0.10407,0.074666,-0.039535,0.039412,-0.00086784,0.0060085,-0.0074884,0.0042752,0.017876,0.084845,0.047892,-0.033129,-0.038381,0.087191,0.01457,-0.013367,-0.012458,0.045692,-0.11808,0.06403,0.070993,0.055147,-0.035942,0.064629,-0.087922,0.034307,0.030482,0.067266,0.081532,0.027247,-0.060354,0.093552,-0.0091932,0.0071846,-0.027368,0.026599,-0.26609,-0.01719,-0.09661,0.0094263,-0.05877,-0.058816,0.098597,0.047484,0.059558,-0.0022218
"Bin.8.26",0.031162,0.13321,-0.032402,0.057566,0.10623,-0.027973,-0.032835,0.041512,0.025003,0.022462,-0.021508,-0.0057641,0.02512,-0.0035888,0.055593,-0.03859,-0.0045836,-0.06097,-0.0033831,0.065959,-0.1001,-0.086136,-0.050516,0.062971,0.039692,-0.053757,0.0083253,0.095909,0.01728,0.025704,0.013697,-0.013555,0.056048,0.06905,-0.0072967,0.12533,0.028462,-0.10544,0.084982,0.0070392,-0.10138,0.0049889,0.17762,-0.12682,0.048304,-0.09881,-0.021275,-0.092258,0.064753,0.008975
"Bin.8.22",0.048558,0.082131,-0.093466,0.13022,0.057752,-0.0084961,-0.073045,0.098575,0.023144,0.0029069,0.003049,0.047183,-0.081318,0.038459,0.095316,0.035113,-0.095903,-0.062623,-0.020176,0.017303,0.042094,0.011915,-0.024472,0.011626,-0.04563,-3.4889e-05,-0.011944,-0.047755,0.096878,0.050452,-0.11565,0.064851,-0.071596,-0.079142,-0.051514,-0.061756,0.054517,0.027048,-0.056222,0.065389,0.049176,0.039223,0.13522,0.076356,-0.071606,0.20911,-0.084338,0.14826,0.0014872,-0.12463
"Bin.8.18",-0.00046638,0.035842,-0.041508,0.1252,0.036323,0.0053982,-0.09384,0.19689,-0.13171,-0.027857,0.0076253,-0.048372,-0.049015,0.12658,0.043284,0.089884,-0.10396,0.007946,-0.064843,0.086132,0.027906,0.029413,0.037427,-0.016823,0.054973,0.0011204,-0.13136,-0.25612,-0.00055927,0.024489,-0.069768,0.0099105,0.022719,-0.10128,-0.042869,0.059393,0.13653,0.14355,-0.048809,-0.023785,-0.049428,-0.0028749,-0.025032,-0.012272,-0.13208,-0.06431,-0.13622,-0.019329,-0.078136,-0.0061518
"Bin.8.14",0.022127,0.12559,0.011358,0.069503,0.098386,0.011732,-0.040238,0.038065,0.031021,0.062913,0.020465,-0.083817,0.024612,0.057412,0.044258,-0.014263,-0.019449,0.058416,0.040961,0.0098143,0.0031227,-0.039517,-0.01406,0.062956,0.12985,0.02449,0.049742,0.0096042,0.19441,0.020947,0.21986,-0.014293,0.078307,-0.092942,-0.081355,0.087709,0.082005,-0.029443,-0.16504,-0.035121,-0.12471,0.018791,0.094941,-0.023638,0.040626,0.13923,-0.05132,0.034692,0.025274,0.02539
"Bin.8.10",-0.034866,0.058343,-0.064384,0.021832,0.078062,-0.055107,0.073811,-0.060919,0.1339,0.11619,-0.081195,-0.16914,0.18632,0.043877,0.03556,-0.004828,-0.11528,0.061694,0.088582,-0.10955,0.0040352,0.067942,0.019452,-0.0094659,0.04321,0.0032158,0.14018,-0.024126,-0.097098,0.047342,-0.039967,0.058225,0.0768,0.012838,-0.0025247,0.11707,-0.042293,0.026046,-0.020892,-0.013799,0.022101,0.076385,0.07532,0.02999,-0.003975,-0.0010653,0.086442,0.014691,-0.10456,-0.06597
"Bin.8.06",-0.028924,0.074835,-0.057323,0.085896,0.032954,-0.054104,0.069487,0.030236,0.1129,0.079964,0.0080562,-0.16067,0.18409,0.032461,0.050645,0.11999,-0.010791,0.0050644,-0.03982,-0.085747,0.018658,0.04786,0.0001798,0.026015,0.040912,0.099384,0.018282,-0.036567,0.11066,-0.24721,-0.042614,0.06374,-0.0058158,0.034006,-0.022598,0.13401,-0.089148,-0.14397,-0.075444,-0.026892,-0.13559,0.030629,-0.070003,-0.14362,-0.054625,-0.0085608,0.055418,-0.21648,0.052639,0.082602
"Bin.8.02",-0.018415,0.037186,-0.025769,0.17159,0.057562,-0.039303,-0.040958,0.14771,-0.014908,0.0059977,0.056018,-0.049721,0.077394,0.073412,0.097729,0.092524,-0.094679,0.02917,0.070063,0.036406,-0.044158,0.0094393,0.079122,0.060572,0.066145,-0.03086,-0.23382,-0.047733,0.19012,0.1703,-0.0028831,-0.12817,0.025866,0.0082308,0.16535,-0.011872,-0.016156,-0.07412,0.036932,0.10077,0.063016,0.018709,0.057813,0.05675,-0.04408,-0.031363,-0.054527,0.04826,0.13399,0.086776
"Bin.7.98",-0.016485,-0.013974,0.088852,0.031787,0.070357,0.18435,-0.067094,0.11162,0.031258,-0.019136,0.022574,-0.035359,0.031937,-0.0050432,-0.11292,-0.10132,-0.10546,0.21438,-0.05797,-0.088722,-0.11153,0.02235,-0.079897,0.052732,0.0063321,0.062355,-0.058543,0.15855,0.012923,0.022698,0.1299,0.017445,-0.08982,-0.13186,-0.058491,-0.082462,-0.15936,-0.006714,-0.077695,0.055759,0.10238,0.18687,-0.086071,0.094579,-0.07286,0.059562,0.074703,-0.080836,-0.050062,-0.021689
"Bin.7.94",-0.033994,0.0072386,-0.033156,-0.00016694,0.013608,0.054701,-0.11936,-0.072123,0.1563,0.08758,-0.21421,-0.015243,0.062445,0.026774,-0.028647,0.090516,-0.13167,-0.1509,-0.09563,-0.059964,0.020898,0.05189,-0.012016,-0.15461,0.059084,-0.25074,-0.12285,-0.008416,0.061714,-0.037177,0.22351,-0.070932,0.0063483,0.075632,0.027898,-0.097134,0.053407,0.044153,0.11101,-0.018536,-0.077583,-0.0054595,-0.13323,0.15436,0.076688,0.0094889,-0.046883,-0.11353,0.075615,-0.042662
"Bin.7.90",0.036229,0.023396,0.051205,-0.021245,-0.034735,0.18415,-0.026213,-0.053167,0.097965,-0.062339,0.11845,0.095336,0.018639,0.19444,0.11958,-0.10488,0.044665,-0.021042,0.0094137,0.068394,0.030154,0.08007,0.15268,0.10217,0.0044881,-0.12724,0.035714,-0.0049423,0.016985,0.077125,0.055607,-0.099439,-0.13194,0.083242,-0.18931,-0.032899,0.098229,0.017222,-0.0092429,0.039783,-0.028768,-0.21062,-0.0068992,0.076305,-0.11238,0.084638,-0.047826,-0.036488,-0.026832,0.092421
"Bin.7.86",-0.072179,-0.11514,0.0043699,0.0045198,-0.012977,-0.055565,-0.093334,-0.037163,-0.039296,-0.13342,-0.10229,0.014469,0.05012,0.091713,0.010702,0.037941,0.048453,-0.030149,-0.0096213,-0.056604,-0.0017481,-0.056513,-0.0095627,0.019545,-0.0065158,0.016555,0.020842,0.029263,0.065649,0.021865,0.016996,0.06898,-0.00065834,-0.041605,0.030421,0.06404,0.053283,0.05103,0.016203,0.046029,0.00018339,-0.020318,0.032957,-0.01806,0.045784,-0.03564,0.05202,-0.0032218,0.0036441,-0.039255
"Bin.7.82",-0.077592,-0.11339,0.0096647,-0.0058484,-0.020909,-0.045295,-0.073682,-0.023905,-0.074001,-0.13062,-0.097771,0.02401,0.069867,0.097929,0.0051019,0.037402,0.027382,-0.031877,-0.028297,-0.040755,-0.0058659,-0.041742,-0.03258,-0.011842,0.032631,0.0505,0.016441,0.026096,0.017391,0.026811,-0.010196,0.019497,-0.024662,-0.0044739,0.0095701,0.046413,0.037904,0.0023963,0.0019142,-0.0037991,-0.0035674,-0.02417,0.0083448,-0.037048,0.021036,0.001612,-0.033203,0.018129,-0.0436,-0.00096349
"Bin.7.78",-0.011789,0.082571,0.024668,0.053772,0.011469,0.014275,0.0052327,-0.071123,-0.098939,0.19838,0.063225,-0.088457,-0.036951,0.10682,-0.15073,-0.014859,-0.051771,0.008209,-0.10771,0.059399,0.033262,-0.079384,-0.15071,0.2436,-0.11946,0.0613,-0.10325,0.070672,-0.045181,0.0071636,0.088554,0.0093874,-0.092431,-0.049685,-0.049084,-0.098484,0.087837,0.036908,0.0127,-0.11398,0.10702,-0.14573,0.071782,-0.010318,0.055018,0.060382,0.050722,-0.0033788,-0.11542,-0.092043
"Bin.7.74",-0.0011009,0.048215,-0.010306,0.085808,-0.033091,-0.021772,-0.037087,-0.11526,0.058858,0.21114,0.058064,-0.047011,0.0166,0.12711,-0.10954,0.18653,0.056414,-0.1805,0.0030871,-0.10044,0.10867,0.040653,0.077425,-0.057408,-0.043921,-0.081029,-0.13768,0.07532,0.020155,0.023084,-0.041973,-0.0085606,-0.13521,-0.063104,0.092265,-0.081942,-0.035958,-0.011419,0.011862,-0.18726,0.070457,0.050901,-0.15599,-0.06758,-0.064989,-0.1678,-0.10851,-0.018802,-0.085262,0.032283
"Bin.7.70",-0.019118,0.015478,0.011252,0.10904,0.023361,0.22739,-0.060242,-0.075343,0.055386,0.040032,0.05592,0.070326,-0.044409,0.090983,0.01575,-0.017751,-0.025047,0.12739,-0.046942,-0.090445,-0.11512,0.12274,0.0052184,-0.023379,-0.050453,0.0051722,0.0044609,-0.049844,-0.086791,0.067904,-0.0025787,-0.056759,-0.10344,0.010265,0.28763,-0.093845,0.11336,0.05391,-0.14694,-0.0092737,-0.11933,0.02748,-0.055569,-0.17016,0.14836,0.10056,-0.089161,0.095105,0.17033,0.058331
"Bin.7.66",-0.071052,-0.11875,0.019111,0.0072963,-0.009853,-0.035638,-0.10084,-0.036205,-0.035085,-0.10946,-0.074071,0.01675,0.045526,0.093543,-0.010797,0.05445,0.041857,-0.04645,-0.0020536,-0.054929,0.011356,-0.071773,-0.013402,0.063317,-0.0093461,-0.031384,0.03098,-0.050673,0.037237,0.026423,0.040085,0.12886,-0.088281,-0.035382,0.0046802,0.0089309,0.048433,0.052617,-0.0040086,0.0014458,0.051388,0.056948,0.02383,0.05138,-0.019863,-0.082187,-0.021229,-0.061497,-0.067598,0.017818
"Bin.7.62",-0.09073,-0.084006,0.005874,-0.016381,-0.015868,-0.035761,-0.094083,-0.027891,-0.081207,-0.15883,-0.11708,0.0069169,0.069707,0.10305,0.034833,0.018038,0.037309,-0.026608,-0.0020441,-0.021028,-0.023866,-0.038119,-0.046078,-0.0028161,0.048641,0.081069,-0.0098209,0.06445,-0.021723,0.047727,-0.018875,-0.025781,-0.036732,0.015546,-0.0099554,0.0061483,0.054503,-0.012589,0.019313,-0.0044246,-0.02017,-0.038958,0.0071539,-0.04282,0.053043,0.022901,-0.12467,0.011616,0.040434,0.033412
"Bin.7.58",-0.097804,-0.088,0.012969,-0.0034575,-0.026509,-0.047011,-0.10891,-0.023069,-0.044287,-0.12065,-0.11099,0.0099652,0.050772,0.068988,-0.015036,0.047452,0.050924,-0.028326,-0.0075558,-0.059812,-0.017438,-0.045259,-0.01614,0.028566,0.041325,0.019276,-0.013321,0.050922,0.044055,0.014228,-0.0052098,0.079426,-0.031054,-0.019851,-0.0018501,0.056839,0.027165,0.015118,-0.010921,-0.02388,-0.008478,-0.023401,0.039743,0.01827,0.019618,0.026833,-0.026446,-0.053146,-0.10024,0.0057781
"Bin.7.54",-0.083936,-0.10778,0.0040302,-0.008864,-0.023091,-0.036322,-0.094428,-0.017811,-0.053377,-0.12779,-0.0962,0.015346,0.069788,0.07388,0.0037015,0.041766,0.050767,-0.041835,-0.017329,-0.030571,-0.0075392,-0.022933,-0.011492,0.018095,0.057044,0.058392,0.014004,0.061243,0.0094352,0.064157,-0.039171,-0.021239,-0.023235,-0.027524,-0.01067,0.052075,0.037879,-0.024146,0.0076477,-0.0097774,0.021856,-0.035685,-0.0048115,-0.052292,0.0022206,0.0052044,-0.065779,0.044068,-0.010768,-0.036069
"Bin.7.50",-0.092393,0.022075,0.055663,0.0082697,-0.0029806,0.14181,0.026145,0.0052258,-0.10866,0.043664,0.07526,-0.12366,-0.082381,0.041949,-0.0094134,0.045748,0.010597,-0.0225,-0.01082,-0.015829,-0.11872,0.06821,-0.037255,0.033928,0.012888,-0.1239,-0.075332,0.027088,-0.20366,-0.030594,0.027665,-0.17032,0.1033,-0.063631,-0.020251,0.18341,-0.061934,-0.10456,-0.050589,-0.015948,0.13038,0.092992,0.044143,-0.14388,-0.042695,0.088335,-0.25088,-0.06869,-0.11229,-0.011743
"Bin.7.46",-0.030374,0.059871,0.14956,-0.023607,0.078485,0.082965,-0.016359,0.014262,-0.10089,0.068106,0.059934,-0.073927,-0.033967,-0.12085,0.06688,0.032027,0.13483,-0.0042722,0.13009,-0.073059,-0.014766,0.066163,-0.0093193,0.076029,0.091789,-0.042619,-0.036667,0.046913,-0.023398,-0.090692,-0.11242,0.017729,-0.018225,-0.12382,0.02537,0.06516,-0.083631,-0.078232,-0.057298,0.071202,0.10211,-0.00021968,0.050992,0.058214,0.043342,-0.051478,-0.07739,-0.12685,0.048447,0.088055
"Bin.7.42",-0.0049757,-0.019414,0.17914,-0.054416,0.072606,0.11667,-0.049547,0.11488,-0.030681,0.052954,-0.045181,0.0071394,0.083584,-0.087731,0.042702,-0.048275,-0.017743,-0.0526,-0.015355,-0.11481,0.046671,0.0063445,0.06005,0.023581,0.06124,0.052001,-0.017022,0.071514,0.0094372,0.048656,-0.12231,-0.067006,0.011082,-0.080978,0.077364,0.069498,0.0021066,0.072162,0.059485,-0.071187,-0.044678,-0.043096,-0.030194,0.063788,0.080877,0.063473,-0.028599,-0.059303,-0.052836,0.02877
"Bin.7.38",-0.015004,-0.020059,0.16648,-0.055413,0.089997,0.1208,-0.066084,0.077032,-0.04023,0.098583,-0.025773,-0.01571,0.032402,-0.11845,0.064395,-0.020407,0.066195,-0.078782,0.053348,-0.089015,0.012394,0.04563,0.057637,0.026729,0.067705,0.010983,0.018526,0.021752,0.043604,0.10078,-0.12812,-0.045663,-0.064353,-0.096717,0.02073,0.10704,-0.027728,0.063902,0.029842,-0.029244,-0.034015,-0.032114,-0.078749,0.062791,-0.079816,0.027037,-0.028154,-0.046199,0.017458,0.053511
"Bin.7.34",-0.001092,-0.021992,0.18836,-0.045298,0.045123,0.1051,-0.021404,0.063969,-0.11915,0.084449,-0.055235,-0.0089494,0.0071169,-0.062537,0.035295,-0.0018211,0.058148,-0.083812,0.070811,-0.00085027,0.0073277,0.092531,-0.054531,-0.052518,0.10198,0.070681,0.015287,0.03244,0.11656,-0.097135,-0.090871,-0.12414,-0.044318,-0.08759,0.00037116,0.052682,-0.0016697,-0.036931,-0.043641,-0.061762,-0.039687,-0.037387,-0.066577,0.071009,0.11014,0.086747,-0.010963,0.054582,-0.040331,0.05347
"Bin.7.30",-0.074235,-0.072325,0.082867,0.037274,-0.025587,0.011336,0.019678,-0.022822,-0.065239,0.12982,0.030066,-0.073263,0.031507,0.10726,-0.026113,0.0046901,0.043406,-0.19379,0.068597,-0.036579,0.028893,-0.072687,0.066758,-0.031501,-0.09098,0.064689,-0.057979,0.10142,0.09432,-0.089517,0.071737,0.043848,-0.1261,0.10144,-0.02766,0.18952,-0.21401,0.10288,-0.1174,0.037829,-0.084069,0.042697,0.024637,0.0010911,-0.047145,0.0051237,-0.19061,0.05399,0.021687,-0.015586
"Bin.7.26",-0.049448,-0.022825,0.14059,-0.0045892,0.096098,0.13033,0.0011966,0.0033787,-0.10288,0.00048877,-0.015364,-0.0071925,0.16316,0.04026,-0.010097,-0.013796,0.055221,-0.013163,0.041073,0.049101,0.077457,-0.13575,0.089035,-0.11352,-0.075617,-0.027651,0.017192,0.026343,0.006916,-0.081891,0.13037,-0.015323,-0.012307,0.16172,-0.1586,-0.068861,-0.017225,-0.13509,-0.069206,0.072287,0.015916,0.048359,0.089375,-0.012092,0.056331,-0.080285,0.0072468,0.052369,-0.10143,0.075043
"Bin.7.22",-0.05432,-0.069339,0.12644,0.025003,0.082479,0.11854,-0.020749,0.050384,-0.059602,-0.013036,0.042151,-0.034536,0.15769,0.0036496,-0.019997,0.0026937,0.028538,-0.0446,0.0067111,-0.057445,0.021481,-0.048822,0.12092,-0.084465,-0.14037,-0.064635,0.00034134,-0.046272,0.011041,-0.016469,0.072862,0.075381,0.044291,0.0047955,-0.10856,-0.0081634,-0.061835,-0.066162,-0.011165,0.02601,0.050563,0.022384,0.11118,-0.10155,-0.067873,-0.18088,0.011895,-0.043959,0.0078395,-0.076843
"Bin.7.18",-0.035112,-0.015646,0.04099,0.065412,0.080869,0.035781,-0.034683,0.21868,-0.16958,0.019548,0.031979,-0.039313,0.007851,0.019511,0.087821,0.14985,-0.049355,0.10042,-0.043444,0.04884,-0.02948,0.10576,-0.038897,-0.035823,-0.032062,0.0093192,-0.0015092,-0.13562,-0.062091,0.088136,-0.11443,-0.015659,-0.11194,0.051495,-0.06972,-0.13774,0.11311,0.12007,-0.059608,-0.21643,0.0062814,-0.080618,0.081509,0.035662,0.1198,-0.20538,0.071231,-0.14329,0.048698,-0.034639
"Bin.7.14",-0.05296,0.011831,-0.040623,0.028421,0.036459,-0.070558,0.011702,0.093441,-0.1387,0.085982,-0.035501,-0.19646,-0.079154,-0.068456,-0.10896,0.031002,-0.03267,-0.011536,0.091866,0.028912,-0.18399,0.1765,-0.24872,-0.1135,0.064599,-0.01291,0.090798,0.049931,0.071152,-0.026232,0.11247,0.060631,-0.18668,-0.074294,-0.084198,0.045459,-0.11865,0.087075,0.011583,-0.078068,0.091313,-0.075123,0.021753,0.047468,-0.025439,0.032383,-0.029528,-0.059873,0.024081,-0.13622
"Bin.7.10",-0.0081006,0.004527,-0.069975,-0.018459,-0.084126,0.13337,0.015269,-0.11884,0.16657,0.026527,0.0066437,0.1006,-0.03717,0.13304,0.16033,0.015043,0.0092735,-0.12484,0.062714,0.017282,-0.1458,-0.0035573,0.1271,-0.20452,0.050326,0.060268,-0.076341,0.11683,-0.025304,0.1371,-0.020855,-0.10966,-0.11359,-0.0059501,-0.093653,0.023791,-0.021952,0.091815,0.033032,0.0097824,-0.062512,0.06123,0.099786,0.059002,0.012152,0.072156,0.05117,-0.11556,0.01132,-0.040878
"Bin.7.06",0.0010788,0.0303,0.10573,-0.084695,0.093595,0.076442,-0.08725,-0.050038,0.016705,0.0062164,0.11289,0.0084195,0.012678,0.11967,0.049766,-0.028797,-0.10229,0.055651,-0.052006,-0.054756,-0.18439,-0.12086,-0.19309,0.064451,0.10234,-0.018277,-0.04727,-0.0077605,0.011794,-0.18088,0.090572,0.3194,0.047457,0.041034,0.050405,0.1087,0.10605,0.13232,0.098471,-0.1044,0.10243,0.083388,-0.0044933,0.0073899,0.064675,-0.17235,0.012025,0.097161,0.084234,0.097425
"Bin.7.02",-0.014483,0.068278,0.082852,-0.018903,0.0096625,0.10297,-0.054927,-0.22566,0.021148,0.023985,0.096677,0.015463,0.026885,0.046587,0.10447,0.046668,-0.026141,-0.060794,-0.13492,-0.0013607,-0.14598,-0.024654,0.063985,-0.06544,-0.020581,-0.042594,0.11846,-0.035306,-0.058765,-0.10181,0.04435,-0.048313,-0.027281,-0.14982,-0.053535,-0.035614,-0.059336,0.080625,-0.027772,0.043442,0.060326,-0.07324,0.03112,-0.070888,0.079601,0.056947,0.12389,-0.015383,-0.19102,-0.018573
"Bin.6.98",-0.061826,0.030312,0.10898,0.013971,-0.072025,-0.085388,0.025585,-0.068891,-0.084283,0.16973,0.097255,-0.051169,-0.054528,0.072748,-0.093843,-0.022224,0.074122,-0.11813,-0.012706,-0.034889,-0.070075,-0.076433,-0.040445,0.030287,-0.096424,0.11614,-0.095113,0.058026,0.0097484,-0.052817,-0.12211,0.035966,0.035749,0.060149,0.062616,0.10738,0.046276,0.1327,-0.0092178,0.034556,-0.049825,-0.1709,0.07812,-0.033895,0.021902,0.039378,0.12526,-0.05897,0.13047,-0.018172
"Bin.6.94",-0.12132,0.061623,0.048535,0.014069,-0.10083,-0.009283,-0.06594,0.0068361,0.024327,0.02486,-0.0020457,-0.02181,-0.019945,-0.027299,-0.071599,-0.040571,0.025683,0.013952,-0.0021788,0.048119,-0.044408,-0.0061949,0.014456,0.03244,-0.019488,0.061582,-0.018977,0.018091,-0.0035041,-0.021961,-0.02985,-0.0095096,0.031649,0.035169,-0.024489,0.046524,0.02255,0.0060657,0.036542,0.02264,0.020747,-0.034923,-0.016821,0.00055056,-0.022773,0.013059,0.00062847,-0.027038,0.022801,0.046698
"Bin.6.90",-0.063439,0.058631,0.048646,0.050937,-0.11386,0.0050833,-0.10355,-0.037683,-0.12717,0.039424,0.086616,0.036042,-0.1183,0.11176,-0.074632,-0.071037,-0.01395,-0.0080318,-0.014088,-0.12364,0.055017,0.1427,0.031203,0.0043784,-0.080146,0.035044,0.15661,0.06551,0.019085,-0.031877,-0.054158,-0.095503,0.055595,0.1351,-0.058416,-0.080087,-0.021874,0.012305,-0.094703,0.016319,-0.022344,0.036636,-0.020798,0.02717,0.012853,-0.042089,0.096,-0.025748,0.042006,0.0071221
"Bin.6.86",-0.092797,0.042167,0.0099067,0.050075,-0.062989,0.05466,-0.080062,0.065537,-0.1048,0.10559,0.065401,-0.031672,-0.1269,0.0076207,0.072589,0.011581,-0.026707,-0.023616,-0.062115,-0.12116,0.01339,0.11467,0.017517,0.039212,-0.10795,0.052431,0.12328,0.022239,0.038765,0.059396,0.0078363,-0.023583,-0.043919,0.24752,0.055983,-0.04791,-0.053881,0.12579,0.036572,0.11427,-0.067335,0.13536,-0.067518,0.051095,0.045969,-0.045939,0.085038,-0.0060739,-0.036204,-0.042011
